x,y
تستعد شركة تراك نت وهي شركة شحن رقمية إسرائيلية لتشغيل خط ناقلات وقود الموانئ الإسرائيلية دول عربية حسبما ذكرت صحيفة جيروزاليم بوست الإسرائيلية وتعمل تراك نت أوروبا والخليج العربي وإسرائيل وتتصل بالأنظمة التشغيلية لأصحاب الشاحنات وتقدم خيارات النقل لأصحاب البضائع يبحثون وسائل النقل المتاحة وفق موقع الشركة وبموجب اتفاق وقعته تراك نت شركة خليجية تسمها الصحيفة ستجري قريبا تجربة لاختبار إجراءات تنفيذ عمليات النقل سيتم النظر استخدام الناقلات الأردنية الإسرائيلية لعمليات النقل المستهدف الممكن وفق الصحيفة يكون مشروعا لوجستيا كبيرا ويصل الهدف المتمثل نقل طن الوقود والمنتجات شهريا حاوية وارتفعت كلفة النقل للكيلومتر الواحد بدء الاتفاق دولارين رفعت الدول العربية رسوم عبور الشاحنات أدى زيادة الحاجة استيراد الوقود الموانئ القريبة قدر الإمكان وجهتها النهائية وفق الصحيفة,0
خضم مؤشرات الاقتصاد الأميركي القوية صدرت مؤخرا ومع ارتفاع سوق الأسهم وصل الذهب الملاذ التقليدي الآمن أعلى مستوى الإطلاق دولارا للأونصة يلتقط أنفاسه قليلا مسجلا مكاسب بنسبة تفوق بداية العام وارتفاعا مثيرا للانتباه بنسبة تقارب الأشهر الـ الماضية فما القوى الدافعة وراء الارتفاع المتوقع للذهب بتعبير مجلة فوربس حمى الذهب المحيرة يقول تقرير مجلة فوربس يتناقض ارتفاع الذهب مستويات قياسية بشكل صارخ حالات سابقة عندما ارتفع المعدن الأصفر خلال الأزمة المالية أواخر العقد الأول القرن بداية جائحة كوفيد ويضيف التقرير أنه بينما المتوقع ينمو الاقتصاد الأميركي بنسبة العام متجاوزا الاقتصادات المتقدمة الأخرى ألمانيا واليابان والمملكة المتحدة يبدو الدافع الحقيقي وراء صعود الذهب التوقعات الأقل تفاؤلا للعديد الأسواق الأميركية وشهدت البورصات الأجنبية وخاصة هونغ كونغ والمملكة المتحدة أداء ضعيفا انخفض مؤشر هانغ سنغ هونغ كونغ بنسبة خلال العام الماضي انخفض مؤشر إف إس البريطاني بنسبة,0
وتنقل فوربس الرئيس التنفيذي لشركة ميتالز ديلي روس نورمان قوله ارتفاع الذهب يغذيه الطلب الهائل المستثمرين الصينيين يسعون للتحوط ضد عدم الاستقرار الاقتصادي المحتمل ضوء أزمة العقارات التجارية الصين ويشار الذهب التقط أنفاسه اليوم الاثنين سلسلة ارتفاعات قياسية واستقر المعدن الأصفر المعاملات الفورية دولارا للأوقية الأونصة التعاملات الصباحية سجلت العقود الأميركية الآجلة للذهب دولارا عوامل أخرى تعزز الذهب تسهم عدة عوامل ارتفاع الذهب سعي المستثمرين الحصول الحماية مخاطر التضخم الأعلى المتوقع قيام مستثمرين آخرين بتعديل محافظهم الاستثمارية أعقاب ارتفاع سوق الأسهم تنضاف المخاوف الجيوسياسية حرب إسرائيل غزة وكذلك روسيا وأوكرانيا جانب الانتخابات الرئاسية الوشيكة نوفمبرتشرين الثاني الماضي قائمة الشكوك تدفع المستثمرين التحول الذهب يراقب محللون بحسب فوربس كثب التخفيضات المحتملة أسعار الفائدة والتي تؤثر عوائد السندات الحكومية الأميركية يجعل أصول الملاذ الآمن الأخرى الذهب جاذبية زيادة مشتريات الذهب القياسية البنوك المركزية مستوى العالم احتمال تصاعد التوترات الولايات المتحدة والصين دونالد ترامب المرشح الرئاسي الجمهوري يتم الاستشهاد كأسباب لبقاء المنحنى صعوديا بشأن الذهب,0
الرياض ـ خطوة تهدف تعزيز الاقتصاد السعودي وتنويع مصادر دخله بعيدا الاعتماد الحصري النفط كمصدر أساسي أعلنت السعودية أيام نقل أسهم شركة أرامكو العملاقة صندوق الاستثمارات العامة أكبر صناديق الثروة السيادية العالم تأتي الخطوة إطار رؤية المملكة تهدف تحقيق الاقتصاد السعودي التنمية المستدامة وأرامكو شركة طاقة سعودية تتولى إدارة احتياطي نفطي مؤكد يبلغ مليار برميل وآخر الغاز الطبيعي يقدر بـ تريليون قدم مكعب وتعد كبرى الشركات المصدرة للنفط العالم والخميس الماضي أعلن ولي العهد السعودي الأمير محمد بن سلمان إتمام نقل إجمالي أسهم شركة أرامكو السعودية محافظ شركات مملوكة بالكامل لصندوق الاستثمارات العامة لتصبح بذلك نسبة الأسهم المملوكة للدولة عملية النقل إجمالي أسهم الشركة واعتبر ولي العهد السعودي نقل ملكية جزء أسهم الدولة شركة أرامكو يأتي إطار مواصلة مبادرات المملكة الهادفة لتعزيز الاقتصاد الوطني المدى الطويل وتنويع موارده وإتاحة المزيد الفرص الاستثمارية لافتا عملية النقل تساهم تعظيم أصول صندوق الاستثمارات العامة وزيادة عوائده الاستثمارية ولي العهد السعودي يؤكد صندوق الاستثمارات العامة ماض إطلاق قطاعات جديدة الصحافة السعودية استثمارات داخلية وخارجية وتسعى السعودية خلال عملية نقل الأسهم تحقيق جملة الأهداف أهمها تعزيز استقلالية صندوق الاستثمارات العامة زيادة رأس مال الصندوق السيادي للمملكة تنويع مصادر الدخل للحكومة السعودية دعم خطة رؤية المملكة ستؤثر عملية نقل الأسهم صندوق الاستثمارات العامة بشكل كبير خلال زيادة رأس المال سيصبح صندوق الاستثمارات العامة أكبر صناديق الثروة السيادية العالم سيرتفع رأس ماله تريليون زيادة الاستثمارات سيسمح رأس المال الإضافي لصندوق الاستثمارات العامة بزيادة استثماراته مختلف القطاعات داخل المملكة العربية السعودية وخارجها تعزيز الاستقلالية سيسمح نقل الأسهم لصندوق الاستثمارات العامة بتنفيذ إستراتيجياته الاستثمارية بشكل استقلالية الحاجة موافقة الحكومة صفقة ورغم أنه يتم الإعلان بشكل رسمي وجهة الموارد المالية الناتجة نقل الأسهم فإنه المتوقع تستخدم الموارد المالية الناتجة نقل الأسهم تمويل مشاريع خطة رؤية السعودية تشمل مشاريع البنية التحتية والصناعية والسياحية والتعليمية والصحية سيستثمر صندوق الاستثمارات العامة القطاعات الواعدة التكنولوجيا والطاقة المتجددة والرعاية الصحية بالإضافة سيتم استثمار جزء الموارد المالية الخارج لتنويع محفظة الاستثمارات,0
توقع وزير المالية المصري محمد معيط اليوم الأحد تحصل مصر مليارات تمويلا البنك الدولي وذلك إطار حزمة تمويل صندوق النقد الدولي للبلاد بقيمة متوقعة مليار وأوضح معيط أنه جانب قرض صندوق النقد الدولي تم الاتفاق أيام بـ مليارات ستحصل مصر مليارات البنك الدولي إضافة الدعم الاتحاد الأوروبي وغيره شركاء التنمية وقال معيط مؤتمر صحفي اليوم مصر تتوقع تحقيق فائض أولي يقل السنة المالية تبدأ الأول يوليوتموز وأضاف مصر تهدف إبقاء نسبة الدين الناتج المحلي الإجمالي والفائض الأولي يعني الإيرادات مطروحا المصروفات استبعاد مخصصات خدمة الدين ولفت الوزير المصري بلاده حققت فائضا أوليا ميزانية أشهر السنة المالية الحالية تنتهي يونيوحزيران المقبل بقيمة مليار مليارات مقارنة بنحو مليار مليون الفترة المقابلة السنة المالية الماضية وتبدأ السنة المالية مصر مطلع يوليوتموز عام نهاية يونيوحزيران العام التالي بحسب قانون الموازنة العامة الدولة وزاد الوزير بأن صفقة تطوير مدينة رأس الحكمة ستدعم جزءا تمويل الموازنة العامة للدولة عبر الشريحة بالجنيه المصري بالإضافة دعم الاحتياطي الأجنبي لمصر البنك المركزي وتابع اليوم نستهدف استثمارات بقيمة تريليون مليار خلال العام المالي المقبل وبشأن قرض صندوق النقد قال معيط القرض سنوات بقيمة مليارات سيتم صرف الشريحة الأولى قرض صندوق النقد عقب موافقة المجلس التنفيذي للصندوق خلال الفترة المقبلة جاءت تصريحات الوزير أيام خفض مصر قيمة عملتها جنيها للدولار جنيها ورفعها أسعار الفائدة الرئيسية لليلة واحدة بمقدار نقطة أساس جانب الإعلان اتفاق دعم مالي موسع بقيمة مليارات صندوق النقد الدولي وبذلك زادت الفائدة الإقراض لليلة واحدة وعلى الودائع لليلة واحدة وذلك إطار قراره الإسراع بعملية التقييد النقدي تعجيل وصول التضخم مساره النزولي,0
نكمش الاقتصاد السعودي خلال السنة الماضية مقارنة بعام تراجع الأنشطة النفطية نمت الأنشطة النفطية والأنشطة الحكومية وفق بيانات الهيئة العامة للإحصاء السعودية وبلغت قيمة الناتج المحلي بالأسعار الجارية تريليونات تريليون خلال العام الماضي نصيب أنشطة الزيت الخام والغاز الطبيعي نصيب الخدمات الحكومية وتجارة الجملة والتجزئة والمطاعم والفنادق والصناعات التحويلية تكرير الزيت ونشاط تكرير الزيت قطاعات الاقتصاد نمت أنشطة الخدمات الاجتماعية والجماعية والشخصية أساس سنوي بنسبة سجلت أنشطة النقل والتخزين والاتصالات نموا سنويا نمت أنشطة تجارة الجملة والتجزئة والمطاعم والفنادق بلغ نمو الأنشطة المالية والتأمين وخدمات الأعمال وانكمش الناتج المحلي السعودي الربع الأخير السنة الماضية مقارنة بالربع المقابل حققت الأنشطة النفطية نموا بنسبة والأنشطة الحكومية الأنشطة النفطية تراجعت أساس سنوي,0
عقب ثورة ينايركانون الثاني خرج الكثير أموال المستثمرين الأجانب كانت تعمل الدين الحكومي المحلي أذون وسندات بنحو مليارات وفي السنوات تكرر الأمر المستثمرين الأجانب وكان الأمر أهم أسباب شح النقد الأجنبي خلال الفترات وانتعاش السوق السوداء للنقد الأجنبي وكانت عمليات خروج الأموال ضررا لسوق الصرف مصر تم الحرب الروسية أوكرانيا وتحديدا أبريلنيسان خرجت أموال للمستثمرين الأجانب العاملين الدين الحكومي المصري يتراوح مليار يونيوحزيران قال وزير المالية المصري محمد معيط خلال لقائه بغرفة التجارة المصرية الأميركية الدرس تعلمناه أنه يمكن الاعتماد الأموال الساخنة لأنها تأتي العائد الكبير فقط مصر يجب تتعلم الدرس يجب تعتمد الأموال جاءت مجددا فليس لدينا مشكلة الأموال الساخنة والأموال الساخنة أبرز صور الاستثمارات المباشرة تأتي لتشتري أذونا وسندات تخص الديون الحكومية سعيا وراء سعر فائدة أعلى سوق غيره الأسواق لتستفيد فرق سعر الفائدة وعادة تتسم بسرعة الدخول والخروج الأسواق يحدث حالة الإرباك وخاصة خروجها تحدثه ضغط الطلب النقد الأجنبي وتوجد سوق الأسهم والسندات تشترط مددا زمنية لعمليات البيع والشراء وقد تتسع الدائرة لتشمل وجود الأموال الساخنة مجال المضاربات تتسم بالسرعة الذهب النقد الأجنبي بورصات السلع تهيئة المناخ لعودة الأموال الساخنة قرابة عامين تصريحات الوزير وتحديدا السادس مارسآذار اتخذت مصر قرارات تتعلق برفع سعر الفائدة وتخفيض قيمة الجنيه توقع عودة الأموال الساخنة لمصر واردا بشكل كبير فهذه الأموال تراهن الأمرين لوجودها سوق يرفع سعر الفائدة ويخفض قيمة العملة المحلية وحسب وكالة بلومبيرغ مصر تعد أعلى عائد أذون الخزانة والسندات بالعملة المحلية دولة نامية يتم متابعتها الوكالة ووفق الوكالة فمصر باعت السابع مارسآذار أذون خزانة بنحو مليار مليار بسعر فائدة كبار مؤسسات الاستثمار العاملة الديون المحلية ساهمت شراء أذون السابع مارسآذار المؤسسات غولد مان ساكس وسيتي بنك ومورغان ستانلي ونظرا لأن مخرج مصر أزمتها الاقتصادية والتمويلية مارسآذار أتى عبر مصادر تتسم بعدم الاستدامة صفقة رأس الحكمة زيادة قيمة قرض صندوق النقد الدولي الحصول القروض الخارجية فإنه المناسب تتعامل مصر بحذر ضوء ممارستها السلبية السابقة وفي ضوء صرح وزير المالية الدكتور محمد معيط أنهم تعلموا الدرس وأنه يجب يعتمد الأموال,0
الفرصة تتيحها الأموال الساخنة حالة مصر لوحظ مواردها النقد الأجنبي كانت دوما احتياجاتها نلمسه بيانات الميزان التجاري السلعي عادة يفضى عجز أمر مستمر سنوات وكانت أكبر قيمة لهذا العجز خلال السنوات العشر الماضية عام بلغ مليار مصادرها النقد الأجنبي أغلبها مصادر ريعية إيرادات قناة السويس والصادرات النفطية وعائدات قطاع السياحة وتحويلات العاملين بالخارج وهي مصادر معرضة بشكل دائم للتهديدات الإقليمية والدولية اللجوء للأموال الساخنة الملاذات اعتمدتها مصر للعمل استقرار سعر الصرف وشهدت فترة تولي فاروق العقد محافظا للبنك المركزي توسعا استخدام الآلية كانت تبعات الديون الخارجية لمصر محدودة وكانت السياسة المالية الوقت تعبأ بقيمة وحجم الدين المحلي التوسع تم تم توصل إليه اتفاق صندوق النقد أدى الاعتماد الأموال الساخنة للوصول تراه الحكومة استقرارا لسعر الصرف لذلك هبطت قيمة الدولار استخدام الأموال الساخنة وذلك وفق بيانات التقرير الشهري لوزارة المالية ديسمبركانون الأول فكان متوسط سعر الصرف عام جنيها للدولار ووصل متوسط سعر جنيها للدولار عام فالفرصة الوحيدة تتيحها عودة الأموال الساخنة لمصر خلال الفترة القادمة إحداث زيادة عرض النقد الأجنبي يساعد تحسين سعر صرف الجنيه العملات الأجنبية مشروط بحسن أداء الحكومة لمواردها النقد الأجنبي وبخاصة شروط صندوق النقد الدولي تترك مصر سعر الصرف لآليات العرض والطلب وأن تنظر الحكومة الأموال أنها أداة استثنائية يتم الاعتماد عليها وأن تستغني عنها أقرب فرصة بسبب أعبائها الدين العام جهة جهة أخرى اتسامها بعدم الاستقرار الاستدامة,0
ارتفع التضخم السنوي مستويات الأسعار مصر خلال فبرايرشباط الماضي ينايركانون الثاني السابق وفق بيانات الجهاز المركزي للتعبئة العامة والإحصاء جاء ارتفاع التضخم الشهر الماضي مدفوعا بزيادة سنوية لأسعار الطعام والمشروبات بنسبة وارتفاع أسعار الملابس والمسكن والمياه والكهرباء والغاز والوقود بنسبة وفق بيانات مؤشر أسعار المستهلكين الصادر اليوم الأحد وارتفعت أسعار الأثاث والتجهيزات والمعدات المنزلية والصيانة زادت أسعار الرعاية الصحية وسجلت أسعار النقل والمواصلات زيادة نسبتها ونمت أسعار الاتصالات السلكية واللاسلكية وارتفعت أسعار قسم الثقافة والترفيه مؤشر أسعار المستهلكين وزادت كلفة التعليم قسم المطاعم والفنادق فقد زاد مؤشر أسعاره بسبب ارتفاع أسعار مجموعة الوجبات الجاهزة مجموعــة خدمــات الفنادق وعلى أساس شهري زاد معدل التضخم خلال الشهر الماضي لشهر ينايركانون الثاني الماضي فض التضخم قال محافظ البنك المركزي المصري حسن عبد الله القاهرة تستهدف خفض معدل التضخم رقم أحادي المدى المتوسط وذلك حرر البنك سعر صرف الجنيه ورفع أسعار الفائدة نقطة أساس خلال اجتماع استثنائي الأربعاء الماضي وقال رئيس الوزراء المصري الأربعاء صندوق النقد الدولي سيرفع برنامجه الحالي لإقراض مصر مليارات مليارات وذلك الوقت سمح البنك المركزي للجنيه بالهبوط وقال سيسمح بحرية تداول العملة والاتفاق الجديد توسيع لتسهيل الصندوق الممدد البالغ مليارات لمدة شهرا أبرمه صندوق النقد الدولي مصر ديسمبركانون الأول بنوده الرئيسية التحول نظام مرونة لسعر الصرف,0
الفاشر تبدو الآثار الاقتصادية والاجتماعية لشهر رمضان العام واضحة أسواق إقليم دارفور غربي السودان وسارع التجار طرح المواد الاستهلاكية المخصصة لشهر الصوم الأسواق رغم ضعف القدرة الشرائية بسبب تداعيات الحرب الدائرة حاليا البلاد الجيش وقوات الدعم السريع أبريلنيسان الماضي وتعد تكلفة مستلزمات شهر رمضان العام الأعلى مقارنة بالسنوات الماضية بسبب الارتفاع الحاد أسعار المواد الغذائية الأساسية وصعوبة تأمين المواد اللازمة لإعداد الأطعمة الرمضانية التقليدية اعتادوا تحضيرها خلال الشهر المبارك وتعاني الأسواق المحلية إقليم دارفور تحديات عدة تؤثر سلبا إمدادات السلع والأسعار يشهد الإقليم نقصا الإمدادات القادمة شرق البلاد بورتسودان بسبب توسع دائرة الحرب وتداعياتها السلبية حركة القوافل التجارية وإلى دارفور وتوقفت الإمدادات بشكل جزئي شهد الإقليم العام قلة إنتاج الذرة والحبوب يزيد الضغوط الأسواق المحلية ويؤدي ارتفاع الأسعار ويؤثر بشكل كبير الاستقرار الاقتصادي والاجتماعي وتوقفت حركة القوافل التجارية المحملة بالبضائع والقادمة بورتسودان دارفور اشتداد وتيرة الحرب الإقليم الصعب القوافل التجارية الوصول وجهتها المقصودة بسبب انعدام الأمن كانت القوة المشتركة المكونة حركات الكفاح المسلح بدارفور تعمل تأمين وصول القوافل عبر الطريق القومي الرابط شرق البلاد وغربه زاد تعقيد الأوضاع الاقتصادية المنطقة,0
تأهل فريق أرسنال الإنجليزي الدور ربع النهائي لبطولة دوري أبطال أوروبا لكرة القدم بفوزه الثلاثاء بورتو البرتغالي بركلات الترجيح الوقتان الأصلي والإضافي صفر ملعب الإمارات لندن وسجل البلجيكي لياندرو تروسار هدف المباراة الوحيد الدقيقة الـ وهي المرة الأولى يبلغ أرسنال ربع النهائي موسم علما بأنه خرج ثمن النهائي آخر مشاركات وكانت مباراة الذهاب انتهت بفوز بورتو بالنتيجة ذاتها بدأ أرسنال المباراة مهاجما محاولة لتعويص تخلفه ذهابا لكنه اصطدم بفريق منظم بقيادة قلب الدفاع المخضرم بيبي عاما يخوض مباراته الرقم دوري الأبطال وكانت محاولات المدفعجية تتكسر مشارف المنطقة شكل بورتو الخطورة باعتماده الهجمات المرتدة ومنها سدد البرازيلي إيفانيلسون بيسراه مشارف المنطقة مرت جانب القائم اللاعب نفسه بمحاولة جديدة حارس مرمى أرسنال الإسباني دافيد رايا بالمرصاد وعاد رايا التشكيلة الأساسية غاب المباراة الأخيرة لفريقه ضد برنتفورد الدوري المحلي علما بأنه معار الأخير تسمح قوانين الإعارة إنجلترا بمشاركة لاعب مواجهة فريقه الأم أرسنال نجح إيجاد ثغرة الدفاع البرتغالي عندما مرر صانع ألعابه وقائده النرويجي مارتن أوديغارد كرة بينية رائعة باتجاه المهاجم البلجيكي لياندرو تروسار داخل المنطقة فسددها زاحفة بعيدا متناول حارس بورتو ديوغو كوستا مفتتحا التسجيل وشارك تروسار المباراة بدلا الجناح البرازيلي غابريال مارتينيلي يتعافى الإصابة وهدأ الإيقاع نوعا الشوط الثاني تهديد جدي المرميين وأجرى مدرب أرسنال الإسباني ميكل أرتيتا تبديلا هجوميا بإخراج لاعب الوسط الإيطالي جورجينيو وإشراك المهاجم البرازيلي غابرييل جيسوس وبعد دقيقتين نزوله سنحت الفرصة جيسوس لتسجيل الهدف الثاني لفريقه الحارس البرتغالي بالمرصاد مسافة قريبة وبقي التعادل سيد الموقف فخاض الفريقان وقتا إضافيا شوطين ورمى أرتيتا آخر أوراقه الهجومية بإشراك إدي نكيتياه بدلا تروسار مطلع الشوط الإضافي الثاني تتغير النتيجة ليخوض الفريقان ركلات الترجيح ابتسمت لأرسنال,1
بلغ برشلونة الدور ربع النهائي دوري أبطال أوروبا لأول مرة موسم عقب فوزه ضيفه نابولي الثلاثاء الملعب الأولمبي مونتجويك إياب ثمن النهائي تعادلهما ذهابا وتمكن الفريق الكتالوني تحقيق فوزه الأول الأدوار الإقصائية مباريات تعادل اثنتين وخسر مثلهما وذلك لأول مرة فوزه نابولي إياب ثمن النهائي ضمن موسم سجل فيرمين لوبيز والبرتغالي جواو كانسيلو والبولندي روبرت ليفاندوفسكي لبرشلونة والكوسوفي أمير رحماني لنابولي بدأ برشلونة المباراة بالشابين الواعدين الأمين جمال عاما وباو كوبارسي عاما ليصبح فريق يبدأ مباراة بلاعبين عاما مباراة إقصائية ضمن دوري الأبطال وفقا لأوبتا للإحصاءات ملخص مباراة برشلونة ضد نابولي وافتتح لوبيز التسجيل بسهولة بعدما وصلته تمريرة البرازيلي رافينيا الجهة اليسرى ولم يهمل كانسيلو الضيوف دقيقتين لاستيعاب التأخر بالنتيجة فضربهم بالثاني بعدما تابع تسديدة رافينيا ارتدت القائم الأيسر عقب تمريرة حصل عليها جمال قاد هجمة مرتدة نابولي عبر رحماني بهجمة منسقة وصلت ماتيو بوليتانو مررها الجهة اليمنى للأول مسددا الحارس الألماني ماركأندريه تير شتيغن وأنقذ حارس الفريق الكتالوني مرماه هدف بعدما تصدى ببراعة لرأسية الظهير الأيمن المتقدم جيوفاني دي لورينتسو دخل الضيوف الشوط الثاني بالضغط سريعا فحاول الجورجي خفيشا كفاراتسخيليا التسجيل بتسديدة مشارف المنطقة مرت جانب القائم الأيسر وحاول تشافي هيرنانديز مدرب برشلونة يسيطر وسط الملعب فأدخل سيرجي روبيرتو وأوريول روميو الدقيقة أشرك فرانشيسكو كالزونا مدرب نابولي لاعب الوسط الدانماركي يسبر ليندستروم والظهير الأيسر الأوروغوياني ماتياس أوليفيرا وتصدى الحارس أليكس ميريت لتصويبة ركلة حرة نفذها رافينيا وذهبت ركنية كادت تثمر هدفا عبر الأمين جمال الحكم يحتسبه بداعي التسلل وحاول رافينيا مجددا الحارس تصدى لتسديدته الجهة اليسرى يحاول جمال بدوره اليمين بتسديدة جميلة مرت جانب القائم الأيمن وأهدر ليندستروم فرصة معادلة النتيجة برأسية قريبة القائم الأيسر اكتفى تير شتيغن بمراقبتها وحسم ليفاندوفسكي فوز برشلونة تبادل للكرة روبرتو والألماني إيلكاي غوندوغان وصلت البديل ليفاندوفسكي تابعها المرمى وبحث جمال تسجيل هدفه الأول المسابقة الأوروبية الأعرق هجمة مرتدة بتسديدة أخيرة تصدى الحارس,1
صنف موقع بريطاني قائمة تضم أفضل مهاجمين تاريخ دوري أبطال أوروبا لكرة القدم وذكر موقع جيف مي سبورت وفرة اللاعبين ذوي المستوى العالمي المراكز بالبطولة الأولى مستوى الأندية أهمية المهاجمين يلعبون كرقم وقال التصنيف للمهاجمين الصريحين فقط لذلك يضم تألقوا المراكز الأخرى أمثال ليونيل ميسي وكيليان مبابي ومحمد صلاح وكانت عوامل التصنيف كالتالي عدد الأهداف صناعة الأهداف الألقاب مباريات تنسى لحظات مميزة وفي يلي ترتيب أفضل مهاجمين تاريخ دوري أبطال أوروبا البرتغالي كريستيانو رونالدو مباراة هدفا تمريرة حاسمة الفرنسي كريم بنزيمة مباراة هدفا تمريرة حاسمة البولندي روبرت ليفاندوفسكي مباراة هدفا تمريرة حاسمة الإسباني راؤول مباراة هدفا تمريرة حاسمة الكاميروني صامويل إيتو مباراة هدفا تمريرة حاسمة الهولندي رود فان نيستلروي مباراة هدفا تمريرة حاسمة الفرنسي تييري هنري مباراة هدفا تمريرة حاسمة العاجي ديدييه دروغبا مباراة هدفا تمريرة حاسمة الأوكراني أندريه شيفتشينكو مباراة هدفا تمريرة حاسمة البرازيلي رونالدو نازاريو مباراة هدفا تمريرات حاسمة,1
أهل الهلال السعودي الدور النهائي لدوري أبطال آسيا لكرة القدم بفوزه صفر منافسه المحلي الاتحاد إياب دور الثمانية الثلاثاء ليصل انتصارا متتاليا المسابقات ويواجه فريق المدرب جورجي جيسوس فاز الاتحاد صفر مجموع المباراتين منافسه العين الإماراتي أقصى النصر السعودي بركلات الترجيح الدور النهائي وقد افتتح ياسر الشهراني التسجيل للهلال الدقيقة بعدما تلقى تمريرة سيرجي ميلينكوفيتشسافيتش ليسدد كرة منخفضة مدى قريب سكنت شباك عبد الله المعيوف وفي الدقيقة الخامسة الوقت بدل الضائع ضاعف البرازيلي مالكوم النتيجة بعدما سدد الشباك وضع انفراد وتلقى الاتحاد غاب عنه كريم بنزيمة للإصابة ونجولو كانتي لطرده مباراة الذهاب ضربة قوية بخروج لاعبه البرازيلي فابينيو للإصابة دقيقة اللعب ولم يستغل الاتحاد أفضليته بالشوط الأول أنقذ محمد العويس حارس الهلال فرصة رومارينيو دقائق انطلاق المباراة وارتطمت تسديدة رومارينيو بالقائم الدقيقة وسيطر الهلال الكرة الشوط الثاني ليحافظ تقدمه النتيجة وتوترت الأجواء دقيقتين نهاية الوقت الأصلي للمباراة ليطرد عبد الزراق حمد الله مهاجم الاتحاد بعدما جذب علي البليهي مدافع الهلال رقبته يدخل مشادة كاليدو كوليبالي,1
ستعان برينتفورد المنافس بالدوري الإنجليزي الممتاز لكرة القدم بأحد دعاة وأئمة مساجد مدينة برينتفورد لتثقيف لاعبيه المسلمين وتأهيلهم لصيام صحي وذلك بمناسبة حلول شهر رمضان المبارك ونشر النادي عبر صفحته الرسمية عبر منصة إكس مقطع فيديو يوثق جانبا زيارة الشيخ عبد الصمد عبد النبي مقر النادي وحديثه اللاعبين وعلق بالقول رمضان كريم الجميع نادي برينتفورد إطار الاستعداد للشهر الكريم للمسلمين انضم إمام محلي اللاعبين والموظفين لمناقشة التدريب والتغذية والتعافي خلال شهر رمضان مقدما التهنئة للمسلمين إنجلترا وخارجها وظهر اللاعبون الفيديو رفقة الجهاز الفني وهم يستمعون لنصائح الإمام حول الصوم والتعامل معه خلال اللعب والنصائح اللازمة يتضرر اللاعب خلال ساعات رمضان نقص الطعام والسوائل,1
سحبت اليوم الثلاثاء مقر الاتحاد الأفريقي لكرة القدم بالقاهرة قرعة الدور ربع النهائي بطولتي دوري أبطال أفريقيا وكأس الاتحاد الكونفدرالية وفي يلي نتيجة قرعة دوري أبطال أفريقيا سيمبا تنزانيا الأهلي مصر حامل اللقب مازيمبي الكونغو الديمقراطية بيترو دي لواندا أنغولا الترجي تونس أسيك ميموزا ساحل العاج يانغ أفريكانز تنزانيا ماميلودي صنداونز جنوب أفريقيا وتقام مباريات الذهاب مارسآذار والإياب أبريلنيسان الدور نصف النهائي يلتقي الفائز الترجي وأسيك الفائز يانغ أفريكانز وصنداونز يلتقي الفائز سيمبا والأهلي الفائز مازيمبي وبيترو دي لواندا وتقام مباراتا ذهاب نصف النهائي أبريلنيسان والإياب نتيجة قرعة ربع نهائي كأس الاتحاد الأفريقي الكونفدرالية مودرن فيوتشر مصر الزمالك مصر أبوسليم ليبيا نهضة بركان المغرب ريفرز يونايتد نيجيريا اتحاد العاصمة الجزائر حامل اللقب الملعب المالي مالي دريمز غانا تقام مباريات الذهاب مارسآذار والإياب أبريلنيسان الدور نصف النهائي ويلتقي نصف النهائي الفائز ريفرز واتحاد العاصمة الفائز أبوسليم وبركان والفائز فيوتشر والزمالك الفائز الملعب المالي ودريمز وتقام مباراتا ذهاب نصف النهائي أبريلنيسان والإياب,1
الاتحاد الدولي لكرة القدم فيفا تأهل فريق يوفنتوس الإيطالي للمشاركة كأس العالم للأندية ستقام بمشاركة ناديا صيف العام المقبل الولايات المتحدة وأشار فيفا تدوينة عبر حسابه الرسمي منصة إكس تأهل يوفنتوس مستفيدا تفوقه التصنيف الأوروبي المتراكم خروج نابولي الإيطالي دور الـ لدوري أبطال أوروبا بالخسارة برشلونة الإسباني الثلاثاء وأوضح يوفنتوس الفريق العاشر أوروبا يتأهل مونديال الأندية مستفيدا تصنيفه الأوروبي التراكمي آخر سنوات وسبق تأهلت أندية تشلسي الإنجليزي وريال مدريد الإسباني ومانشستر سيتي الإنجليزي الفوز بلقب دوري أبطال أوروبا أعوام وتأهلت أندية بايرن ميونخ وبوروسيا دورتموند ألمانيا بنفيكا وبورتو البرتغال باريس سان جيرمان الفرنسي وإنتر ميلان الإيطالي بفضل التفوق التصنيف الأوروبي التراكمي ويتبقى لأوروبا مقعدان أخيران للفائز بلقب دوري أبطال أوروبا الموسم بخلاف فريق إسباني آخر التصنيف ويبقى المقعد الإسباني حائرا فريقي برشلونة وأتلتيكو مدريد يحاول تعويض خسارته ذهابا إنتر ميلان الإيطالي بنتيجة صفر عندما يلتقي الفريقان اليوم الأربعاء إياب دور الـ,1
