x,y
"تستعد شركة تراك نت -وهي شركة شحن رقمية إسرائيلية- لتشغيل خط ناقلات وقود من الموانئ الإسرائيلية نحو دول عربية، حسبما ذكرت صحيفة جيروزاليم بوست الإسرائيلية.
وتعمل ""تراك نت"" في أوروبا والخليج العربي وإسرائيل، وتتصل بالأنظمة التشغيلية لأصحاب الشاحنات، وتقدم خيارات النقل لأصحاب البضائع الذين يبحثون عن وسائل النقل المتاحة، وفق موقع الشركة.
وبموجب اتفاق وقّعته ""تراك نت"" مع شركة خليجية (لم تسمها الصحيفة)، ستجري قريبا تجربة لاختبار إجراءات تنفيذ عمليات النقل، كما سيتم النظر في استخدام الناقلات الأردنية أو الإسرائيلية لعمليات النقل.
المستهدف
ومن الممكن -وفق الصحيفة- أن يكون هذا مشروعا لوجستيا كبيرا ويصل إلى الهدف المتمثل في نقل 34 ألف طن من الوقود والمنتجات شهريا، أي نحو 800 حاوية.
وارتفعت كلفة النقل للكيلومتر الواحد منذ بدء الاتفاق من 1.2 دولار إلى نحو دولارين بعد أن رفعت الدول العربية رسوم عبور الشاحنات، وهو ما أدى إلى زيادة الحاجة إلى استيراد الوقود من الموانئ القريبة قدر الإمكان من وجهتها النهائية، وفق الصحيفة.
",0
"ي خضم مؤشرات الاقتصاد الأميركي القوية التي صدرت مؤخرا ومع ارتفاع سوق الأسهم، وصل الذهب -وهو الملاذ التقليدي الآمن- إلى أعلى مستوى له على الإطلاق عند 2195 دولارا للأونصة، قبل أن يلتقط أنفاسه قليلا، مسجلا مكاسب بنسبة تفوق 5% منذ بداية العام حتى الآن وارتفاعا مثيرا للانتباه بنسبة تقارب 19% في الأشهر الـ12 الماضية.
فما القوى الدافعة وراء الارتفاع غير المتوقع للذهب، بتعبير مجلة فوربس؟
حمى الذهب المحيرة
يقول تقرير مجلة فوربس ""يتناقض ارتفاع الذهب إلى مستويات قياسية بشكل صارخ مع حالات سابقة عندما ارتفع المعدن الأصفر خلال الأزمة المالية أواخر العقد الأول من القرن 21 أو مع بداية جائحة كوفيد-19"".
ويضيف التقرير أنه بينما من المتوقع أن ينمو الاقتصاد الأميركي بنسبة 2.1% هذا العام، متجاوزا الاقتصادات المتقدمة الأخرى مثل ألمانيا واليابان والمملكة المتحدة، يبدو أن الدافع الحقيقي وراء صعود الذهب هو التوقعات الأقل تفاؤلا للعديد من الأسواق غير الأميركية.
وشهدت البورصات الأجنبية، وخاصة في هونغ كونغ والمملكة المتحدة، أداء ضعيفا، حيث انخفض مؤشر هانغ سنغ في هونغ كونغ بنسبة 18% خلال العام الماضي، كما انخفض مؤشر ""إف تي إس إي 100"" البريطاني بنسبة 3%.
",0
"وتنقل فوربس عن الرئيس التنفيذي لشركة ""ميتالز ديلي"" روس نورمان قوله إن ارتفاع الذهب يغذيه الطلب ""الهائل"" من المستثمرين الصينيين الذين يسعون للتحوط ضد عدم الاستقرار الاقتصادي المحتمل، خاصة في ضوء أزمة العقارات التجارية في الصين.
ويشار إلى أن الذهب التقط أنفاسه -اليوم الاثنين- بعد سلسلة ارتفاعات قياسية، واستقر المعدن الأصفر في المعاملات الفورية عند 2177.24 دولارا للأوقية (الأونصة) في التعاملات الصباحية، في حين سجلت العقود الأميركية الآجلة للذهب 2183.90 دولارا.
عوامل أخرى تعزز الذهب
تسهم عدة عوامل في ارتفاع الذهب منها:
سعي بعض المستثمرين إلى الحصول على الحماية من مخاطر التضخم الأعلى من المتوقع.
قيام مستثمرين آخرين بتعديل محافظهم الاستثمارية في أعقاب ارتفاع سوق الأسهم.
تنضاف المخاوف الجيوسياسية، بما في ذلك حرب إسرائيل على غزة، وكذلك روسيا وأوكرانيا، إلى جانب الانتخابات الرئاسية الوشيكة في نوفمبر/تشرين الثاني الماضي، إلى قائمة الشكوك التي تدفع المستثمرين إلى التحول إلى الذهب.
يراقب محللون -بحسب فوربس- عن كثب التخفيضات المحتملة في أسعار الفائدة، والتي قد تؤثر على عوائد السندات الحكومية الأميركية، مما يجعل أصول الملاذ الآمن الأخرى مثل الذهب أكثر جاذبية.
زيادة مشتريات الذهب القياسية من قبل البنوك المركزية على مستوى العالم.
احتمال تصاعد التوترات بين الولايات المتحدة والصين إذا أصبح دونالد ترامب المرشح الرئاسي الجمهوري، يتم الاستشهاد بها كأسباب لبقاء المنحنى صعوديا بشأن الذهب.
",0
"الرياض ـ في خطوة تهدف إلى تعزيز الاقتصاد السعودي وتنويع مصادر دخله بعيدا عن الاعتماد الحصري على النفط كمصدر أساسي، أعلنت السعودية قبل أيام عن نقل 8% من أسهم شركة أرامكو العملاقة إلى صندوق الاستثمارات العامة، أحد أكبر صناديق الثروة السيادية في العالم.
تأتي هذه الخطوة في إطار رؤية المملكة 2030، التي تهدف إلى تحقيق الاقتصاد السعودي التنمية المستدامة.
و""أرامكو"" شركة طاقة سعودية تتولى إدارة احتياطي نفطي مؤكد يبلغ 260 مليار برميل، وآخر من الغاز الطبيعي يُقدر بـ288 تريليون قدم مكعب، وتعد كبرى الشركات المصدرة للنفط في العالم.
والخميس الماضي أعلن ولي العهد السعودي الأمير محمد بن سلمان عن إتمام نقل 8% من إجمالي أسهم شركة أرامكو السعودية إلى محافظ شركات مملوكة بالكامل لصندوق الاستثمارات العامة، لتصبح بذلك نسبة الأسهم المملوكة للدولة بعد عملية النقل نحو 82.18% من إجمالي أسهم الشركة.
واعتبر ولي العهد السعودي أن نقل ملكية جزء من أسهم الدولة في شركة أرامكو يأتي في إطار مواصلة مبادرات المملكة الهادفة لتعزيز الاقتصاد الوطني على المدى الطويل، وتنويع موارده، وإتاحة المزيد من الفرص الاستثمارية، لافتا إلى أن عملية النقل تساهم في تعظيم أصول صندوق الاستثمارات العامة وزيادة عوائده الاستثمارية.
ولي العهد السعودي يؤكد أن صندوق الاستثمارات العامة ماضٍ في إطلاق قطاعات جديدة (الصحافة السعودية)
استثمارات داخلية وخارجية
وتسعى السعودية من خلال عملية نقل الأسهم إلى تحقيق جملة من الأهداف أهمها:
تعزيز استقلالية صندوق الاستثمارات العامة.
زيادة رأس مال الصندوق السيادي للمملكة.
تنويع مصادر الدخل للحكومة السعودية.
دعم خطة رؤية المملكة 2030.
كما ستؤثر عملية نقل الأسهم على صندوق الاستثمارات العامة بشكل كبير من خلال:
زيادة رأس المال: سيصبح صندوق الاستثمارات العامة أحد أكبر صناديق الثروة السيادية في العالم، حيث سيرتفع رأس ماله إلى أكثر من 1.5 تريليون دولار.
زيادة الاستثمارات: سيسمح رأس المال الإضافي لصندوق الاستثمارات العامة بزيادة استثماراته في مختلف القطاعات، داخل المملكة العربية السعودية وخارجها.
تعزيز الاستقلالية: سيسمح نقل الأسهم لصندوق الاستثمارات العامة بتنفيذ إستراتيجياته الاستثمارية بشكل أكثر استقلالية، دون الحاجة إلى موافقة الحكومة على كل صفقة.
ورغم أنه لم يتم الإعلان بشكل رسمي عن وجهة الموارد المالية الناتجة عن نقل الأسهم، فإنه من المتوقع أن تُستخدم الموارد المالية الناتجة عن نقل الأسهم في تمويل مشاريع خطة رؤية السعودية 2030، التي تشمل مشاريع البنية التحتية، والصناعية، والسياحية، والتعليمية، والصحية.
كما سيستثمر صندوق الاستثمارات العامة في القطاعات الواعدة مثل التكنولوجيا والطاقة المتجددة والرعاية الصحية، بالإضافة إلى ذلك، سيتم استثمار جزء من الموارد المالية في الخارج لتنويع محفظة الاستثمارات.
",0
"توقع وزير المالية المصري محمد معيط، اليوم الأحد، أن تحصل مصر على 3 مليارات دولار تمويلا من البنك الدولي، وذلك في إطار حزمة تمويل من  صندوق النقد الدولي للبلاد بقيمة متوقعة 20 مليار دولار.
وأوضح معيط أنه إلى جانب قرض صندوق النقد الدولي الذي تم الاتفاق عليه قبل أيام بـ8 مليارات دولار، ستحصل مصر على نحو 3 مليارات دولار من البنك الدولي، إضافة إلى الدعم من الاتحاد الأوروبي وغيره من شركاء التنمية.
وقال معيط، في مؤتمر صحفي اليوم، إن مصر تتوقع تحقيق فائض أولي لا يقل عن 3.5% في السنة المالية التي تبدأ في الأول من يوليو/تموز.
وأضاف أن مصر تهدف إلى إبقاء نسبة الدين دون 90% من الناتج المحلي الإجمالي.
والفائض الأولي يعني الإيرادات مطروحا منها المصروفات مع استبعاد مخصصات خدمة الدَّين.
ولفت الوزير المصري إلى أن بلاده حققت فائضا أوليا في ميزانية أول 8 أشهر من السنة المالية الحالية التي تنتهي في يونيو/حزيران المقبل بقيمة 193 مليار جنيه (3.9 مليارات دولار)، مقارنة بنحو 41.8 مليار جنيه (844 مليون دولار) في الفترة المقابلة من السنة المالية الماضية.
وتبدأ السنة المالية في مصر مطلع يوليو/تموز من كل عام، حتى نهاية يونيو/حزيران من العام التالي له، بحسب قانون الموازنة العامة في الدولة.
وزاد الوزير بأن صفقة تطوير مدينة رأس الحكمة ستدعم جزءا من تمويل الموازنة العامة للدولة عبر الشريحة بالجنيه المصري، بالإضافة إلى دعم الاحتياطي الأجنبي لمصر لدى البنك المركزي.
وتابع، ""نحن اليوم نستهدف استثمارات عامة بقيمة تريليون جنيه (20.2 مليار دولار) خلال العام المالي المقبل 2024 – 2025.
وبشأن قرض صندوق النقد، قال معيط إن أجل القرض 3 سنوات بقيمة 8 مليارات دولار.. سيتم صرف الشريحة الأولى من قرض صندوق النقد عقب موافقة المجلس التنفيذي للصندوق خلال الفترة المقبلة.
جاءت تصريحات الوزير بعد 4 أيام من خفض مصر قيمة عملتها إلى نحو 50 جنيها للدولار من 30.85 جنيها، ورفعها أسعار الفائدة الرئيسية لليلة واحدة بمقدار 600 نقطة أساس، إلى جانب الإعلان عن اتفاق دعم مالي موسع بقيمة 8 مليارات دولار مع صندوق النقد الدولي.
وبذلك زادت الفائدة على الإقراض لليلة واحدة إلى 28.25% وعلى الودائع لليلة واحدة إلى 27.25%، وذلك في إطار قراره الإسراع بعملية التقييد النقدي من أجل تعجيل وصول التضخم إلى مساره النزولي.
",0
"نكمش الاقتصاد السعودي 0.8% خلال السنة الماضية مقارنة بعام 2022، بعد تراجع الأنشطة النفطية 9%، في حين نمت الأنشطة غير النفطية 4.4%، والأنشطة الحكومية 2.1%، وفق بيانات الهيئة العامة للإحصاء السعودية.
وبلغت قيمة الناتج المحلي بالأسعار الجارية 4 تريليونات ريال (1.067 تريليون دولار) خلال العام الماضي، كان نصيب أنشطة الزيت الخام والغاز الطبيعي فيه 25.4%، في حين كان نصيب الخدمات الحكومية 15.7%، وتجارة الجملة والتجزئة والمطاعم والفنادق 9.7%، والصناعات التحويلية (ما عدا تكرير الزيت) 8.8%، ونشاط تكرير الزيت 6%.
قطاعات الاقتصاد
نمت أنشطة الخدمات الاجتماعية والجماعية والشخصية على أساس سنوي بنسبة 10.8%.
سجلت أنشطة النقل والتخزين والاتصالات نموا سنويا 7.3%.
نمت أنشطة تجارة الجملة والتجزئة والمطاعم والفنادق 7%.
بلغ نمو الأنشطة المالية والتأمين وخدمات الأعمال 6.8%.
وانكمش الناتج المحلي السعودي في الربع الأخير من السنة الماضية 4.3% مقارنة بالربع المقابل من 2022، إذ حققت غير الأنشطة النفطية نموا بنسبة 4.2%، والأنشطة الحكومية 3.1%، لكن الأنشطة النفطية تراجعت 16.2% على أساس سنوي.
",0
"عقب ثورة 25 يناير/كانون الثاني 2011، خرج الكثير من أموال المستثمرين الأجانب، التي كانت تعمل في الدين الحكومي المحلي (أذون وسندات) بنحو 8 مليارات دولار، وفي السنوات 2018 و2020 و2022، تكرر نفس الأمر من قبل المستثمرين الأجانب، وكان هذا الأمر أحد أهم أسباب شح النقد الأجنبي خلال تلك الفترات، وانتعاش السوق السوداء للنقد الأجنبي.
وكانت أكثر عمليات خروج هذه الأموال ضررا لسوق الصرف في مصر، ما تم بعد الحرب الروسية على أوكرانيا، وتحديدا بعد أبريل/نيسان 2022، حيث خرجت أموال للمستثمرين الأجانب العاملين في الدين الحكومي المصري بما يتراوح بين 18 و20 مليار دولار.
ولكن في يونيو/حزيران 2022، قال وزير المالية المصري محمد معيط، خلال لقائه بغرفة التجارة المصرية الأميركية: ""الدرس الذي تعلمناه أنه لا يمكن الاعتماد على الأموال الساخنة، لأنها تأتي من أجل العائد الكبير فقط.. مصر يجب أن تتعلم الدرس، لا يجب أن تعتمد على تلك الأموال، إذا جاءت مجددا فليس لدينا مشكلة"".
ما الأموال الساخنة؟
والأموال الساخنة هي أبرز صور الاستثمارات غير المباشرة، حيث تأتي لتشتري أذونا وسندات تخص الديون الحكومية، سعيا وراء سعر فائدة أعلى في سوق ما، دون غيره من الأسواق، لتستفيد من فرق سعر الفائدة.
وعادة ما تتسم بسرعة الدخول والخروج من الأسواق، وهو ما يحدث حالة من الإرباك، وخاصة عند خروجها، لما تحدثه من ضغط على الطلب على النقد الأجنبي.
وتوجد كذلك في سوق الأسهم والسندات التي لا تشترط مددا زمنية لعمليات البيع والشراء، وقد تتسع الدائرة لتشمل وجود الأموال الساخنة في مجال المضاربات التي تتسم بالسرعة مثل الذهب أو النقد الأجنبي، أو بورصات السلع.
تهيئة المناخ لعودة الأموال الساخنة
ولكن بعد قرابة عامين من تصريحات الوزير، وتحديدا في السادس من مارس/آذار 2024، اتخذت مصر قرارات تتعلق برفع سعر الفائدة وتخفيض قيمة الجنيه، وهو ما جعل توقع عودة الأموال الساخنة لمصر واردا بشكل كبير، فهذه الأموال تراهن على هذين الأمرين لوجودها في أي سوق يرفع سعر الفائدة ويخفض قيمة العملة المحلية.
وحسب وكالة بلومبيرغ فإن مصر تعد ثالث أعلى عائد من أذون الخزانة والسندات بالعملة المحلية من بين 23 دولة نامية يتم متابعتها من قبل الوكالة.
ووفق نفس الوكالة، فمصر باعت في السابع من مارس/آذار أذون خزانة بنحو 87.8 مليار جنيه (1.78 مليار دولار) بسعر فائدة 32.2%. وإن كبار مؤسسات الاستثمار العاملة في الديون المحلية ساهمت في شراء أذون السابع من مارس/آذار 2024، ومن بين هذه المؤسسات (غولد مان ساكس، وسيتي بنك، ومورغان ستانلي).
ونظرا لأن مخرج مصر من أزمتها الاقتصادية والتمويلية في مارس/آذار 2024، أتى عبر مصادر تتسم بعدم الاستدامة، مثل صفقة ""رأس الحكمة"" أو زيادة قيمة قرض صندوق النقد الدولي، أو الحصول على بعض القروض الخارجية، فإنه من المناسب أن تتعامل مصر بحذر في ضوء ممارستها السلبية السابقة، وفي ضوء ما صرح به وزير المالية الدكتور محمد معيط، من أنهم تعلموا الدرس، وأنه لا يجب أن يُعتمد على هذه الأموال.
",0
"الفرصة التي تتيحها الأموال الساخنة
في حالة مصر، لوحظ أن مواردها من النقد الأجنبي كانت دوما أقل من احتياجاتها، وهو ما نلمسه من بيانات الميزان التجاري السلعي، الذي عادة ما يُفضى عن عجز، وهو أمر مستمر منذ سنوات، وكانت أكبر قيمة لهذا العجز خلال السنوات العشر الماضية، في عام 2021-2022 حيث بلغ 43.3 مليار دولار.
كما أن مصادرها من النقد الأجنبي، في أغلبها مصادر ريعية، مثل إيرادات قناة السويس، والصادرات النفطية، وعائدات قطاع السياحة، وتحويلات العاملين بالخارج، وهي مصادر معرضة بشكل شبه دائم للتهديدات الإقليمية والدولية.
وهو ما جعل اللجوء للأموال الساخنة، أحد الملاذات التي اعتمدتها مصر للعمل على استقرار سعر الصرف، وشهدت فترة تولي فاروق العقد محافظا للبنك المركزي، توسعا في استخدام هذه الآلية، حيث كانت تبعات الديون الخارجية لمصر محدودة، وكانت السياسة المالية في ذلك الوقت لا تعبأ بقيمة وحجم الدين المحلي.
إلا أن التوسع الذي تم بعد 2016، وما تم توصل إليه من اتفاق مع صندوق النقد، أدى إلى الاعتماد على الأموال الساخنة للوصول لما تراه الحكومة استقرارا لسعر الصرف.
لذلك هبطت قيمة الدولار بعد استخدام الأموال الساخنة، وذلك وفق بيانات التقرير الشهري لوزارة المالية عن ديسمبر/كانون الأول 2023، فكان متوسط سعر الصرف في عام 2017 عند 17.8 جنيها للدولار، ووصل إلى متوسط سعر 15.6 جنيها للدولار عام 2021.
فالفرصة الوحيدة التي تتيحها عودة الأموال الساخنة لمصر خلال الفترة القادمة، هي إحداث زيادة في عرض النقد الأجنبي، وهو ما يساعد على تحسين سعر صرف الجنيه أمام العملات الأجنبية.
ولكن هذا مشروط بحسن أداء الحكومة لمواردها من النقد الأجنبي، وبخاصة أن شروط صندوق النقد الدولي أن تترك مصر سعر الصرف لآليات العرض والطلب، وأن تنظر الحكومة إلى هذه الأموال على أنها أداة استثنائية، ولا يتم الاعتماد عليها، وأن تستغني عنها في أقرب فرصة، بسبب أعبائها على الدين العام من جهة، ومن جهة أخرى اتسامها بعدم الاستقرار أو الاستدامة.
",0
"ارتفع التضخم السنوي (مستويات الأسعار) في مصر خلال فبراير/شباط الماضي إلى 36% من 31.2% في يناير/كانون الثاني السابق عليه، وفق بيانات الجهاز المركزي للتعبئة العامة والإحصاء.
جاء ارتفاع التضخم الشهر الماضي مدفوعا بزيادة سنوية لأسعار الطعام والمشروبات بنسبة 48.5%، وارتفاع أسعار الملابس 26.1%، والمسكن والمياه والكهرباء والغاز والوقود بنسبة 11.2%، وفق بيانات مؤشر أسعار المستهلكين الصادر اليوم الأحد.
وارتفعت أسعار الأثاث والتجهيزات والمعدات المنزلية والصيانة 38.4%، كما زادت أسعار الرعاية الصحية 25.7%، وسجّلت أسعار النقل والمواصلات زيادة نسبتها 17.6%.
ونمت أسعار الاتصالات السلكية واللاسلكية 12.8%، وارتفعت أسعار قسم الثقافة والترفيه في مؤشر أسعار المستهلكين 46.6%، وزادت كلفة التعليم 12.3%.
أما قسم المطاعم والفنادق، فقد زاد مؤشر أسعاره 41.5% بسبب ارتفاع أسعار مجموعة الوجبات الجاهزة 41.7%، مجموعــة خدمــات الفنادق 24.7%.
وعلى أساس شهري زاد معدل التضخم إلى 11% خلال الشهر الماضي 2024 من 1.7% لشهر يناير/كانون الثاني الماضي.
فض التضخم
قال محافظ البنك المركزي المصري حسن عبد الله إن القاهرة تستهدف خفض معدل التضخم إلى رقم أحادي (دون 10%) على المدى المتوسط، وذلك بعد أن حرر البنك سعر صرف الجنيه، ورفع أسعار الفائدة 600 نقطة أساس خلال اجتماع استثنائي الأربعاء الماضي.
وقال رئيس الوزراء المصري، الأربعاء، إن صندوق النقد الدولي سيرفع برنامجه الحالي لإقراض مصر 5 مليارات دولار إلى 8 مليارات، وذلك في الوقت الذي سمح فيه البنك المركزي للجنيه بالهبوط، وقال إنه سيسمح بحرية تداول العملة.
والاتفاق الجديد توسيع لتسهيل الصندوق الممدد البالغ 3 مليارات دولار لمدة 46 شهرا الذي أبرمه صندوق النقد الدولي مع مصر في ديسمبر/كانون الأول 2022، والذي كان أحد بنوده الرئيسية التحول إلى نظام أكثر مرونة لسعر الصرف.
",0
"الفاشر- تبدو الآثار الاقتصادية والاجتماعية لشهر رمضان هذا العام واضحة في أسواق إقليم دارفور غربي السودان. وسارع التجار إلى طرح المواد الاستهلاكية المخصصة لشهر الصوم في الأسواق، رغم ضعف القدرة الشرائية بسبب تداعيات الحرب الدائرة حاليا في البلاد، بين الجيش وقوات الدعم السريع منذ 15 أبريل/نيسان الماضي.
وتعدّ تكلفة مستلزمات شهر رمضان هذا العام هي الأعلى مقارنة بالسنوات الماضية، بسبب الارتفاع الحاد في أسعار المواد الغذائية الأساسية، وصعوبة تأمين المواد اللازمة لإعداد الأطعمة الرمضانية التقليدية التي اعتادوا تحضيرها خلال هذا الشهر المبارك.
وتعاني الأسواق المحلية في إقليم دارفور من تحديات عدة تؤثر سلبا في إمدادات السلع والأسعار، حيث يشهد الإقليم نقصا في الإمدادات القادمة من شرق البلاد (بورتسودان)، بسبب توسع دائرة الحرب وتداعياتها السلبية على حركة القوافل التجارية من وإلى دارفور.
وتوقفت الإمدادات بشكل جزئي، كما شهد الإقليم هذا العام قلة في إنتاج الذرة والحبوب، مما يزيد الضغوط على الأسواق المحلية، ويؤدي إلى ارتفاع الأسعار ويؤثر بشكل كبير في الاستقرار الاقتصادي والاجتماعي.
وتوقفت حركة القوافل التجارية المحملة بالبضائع والقادمة من بورتسودان إلى دارفور مع اشتداد وتيرة الحرب في الإقليم، مما جعل من الصعب على القوافل التجارية الوصول إلى وجهتها المقصودة بسبب انعدام الأمن، حيث كانت القوة المشتركة المكونة من حركات الكفاح المسلح بدارفور تعمل على تأمين وصول هذه القوافل، عبر الطريق القومي الرابط بين شرق البلاد وغربه، مما زاد من تعقيد الأوضاع الاقتصادية في المنطقة.
",0
"تأهل فريق أرسنال الإنجليزي إلى الدور ربع النهائي لبطولة دوري أبطال أوروبا لكرة القدم بفوزه -الثلاثاء- على بورتو البرتغالي بركلات الترجيح 4-2 (الوقتان الأصلي والإضافي 1-صفر) على ملعب الإمارات في شمال لندن.
وسجل البلجيكي لياندرو تروسار هدف المباراة الوحيد في الدقيقة الـ41، وهي المرة الأولى التي يبلغ فيها أرسنال ربع النهائي منذ موسم 2009-2010، علما بأنه خرج في ثمن النهائي في آخر 7 مشاركات.
وكانت مباراة الذهاب انتهت بفوز بورتو بالنتيجة ذاتها.
بدأ أرسنال المباراة مهاجما في محاولة لتعويص تخلفه ذهابا، لكنه اصطدم بفريق منظم بقيادة قلب الدفاع المخضرم بيبي (41 عاما) الذي كان يخوض مباراته الرقم 120 في دوري الأبطال، وكانت جميع محاولات ""المدفعجية"" تتكسر على مشارف المنطقة في حين شكّل بورتو بعض الخطورة باعتماده على الهجمات المرتدة ومنها سدد البرازيلي إيفانيلسون بيسراه من مشارف المنطقة مرت إلى جانب القائم (16)، ثم قام اللاعب نفسه بمحاولة جديدة، لكن حارس مرمى أرسنال الإسباني دافيد رايا كان لها بالمرصاد (22).
وعاد رايا إلى التشكيلة الأساسية بعد أن غاب عن المباراة الأخيرة لفريقه ضد برنتفورد في الدوري المحلي، علما بأنه معار من الأخير، ولا تسمح قوانين الإعارة في إنجلترا بمشاركة أي لاعب في مواجهة فريقه الأم.
لكن أرسنال نجح في إيجاد ثغرة في الدفاع البرتغالي عندما مرر صانع ألعابه وقائده النرويجي مارتن أوديغارد كرة بينية رائعة باتجاه المهاجم البلجيكي لياندرو تروسار داخل المنطقة، فسددها زاحفة بعيدا عن متناول حارس بورتو ديوغو كوستا مفتتحا التسجيل (41).
   
 
وشارك تروسار في المباراة بدلا من الجناح البرازيلي غابريال مارتينيلي الذي يتعافى من الإصابة.
وهدأ الإيقاع نوعا ما في الشوط الثاني دون تهديد جدي على المرميين، وأجرى مدرب أرسنال الإسباني ميكل أرتيتا تبديلا هجوميا بإخراج لاعب الوسط الإيطالي جورجينيو وإشراك المهاجم البرازيلي غابرييل جيسوس (80).
وبعد دقيقتين من نزوله سنحت الفرصة أمام جيسوس لتسجيل الهدف الثاني لفريقه، لكن الحارس البرتغالي كان له بالمرصاد من مسافة قريبة (82).
وبقي التعادل سيد الموقف، فخاض الفريقان وقتا إضافيا من شوطين.
ورمى أرتيتا آخر أوراقه الهجومية بإشراك إدي نكيتياه بدلا من تروسار مطلع الشوط الإضافي الثاني دون أن تتغير النتيجة، ليخوض الفريقان ركلات الترجيح التي ابتسمت لأرسنال.
",1
"بلغ برشلونة الدور ربع النهائي في دوري أبطال أوروبا لأول مرة منذ موسم 2019-2020 عقب فوزه على ضيفه نابولي 3-1 الثلاثاء على الملعب الأولمبي في مونتجويك في إياب ثمن النهائي بعد تعادلهما 1-1 ذهابا.
وتمكن الفريق الكتالوني من تحقيق فوزه الأول في الأدوار الإقصائية بعد 4 مباريات تعادل في اثنتين منها وخسر مثلهما، وذلك لأول مرة أيضا منذ فوزه على نابولي 3-1 في إياب ثمن النهائي ضمن موسم 2019-2020.
سجل فيرمين لوبيز (15) والبرتغالي جواو كانسيلو (17) والبولندي روبرت ليفاندوفسكي (83) لبرشلونة، والكوسوفي أمير رحماني (30) لنابولي.
بدأ برشلونة المباراة بالشابين الواعدين الأمين جمال (16 عاما) وباو كوبارسي (17 عاما) ليصبح أول فريق يبدأ مباراة بلاعبين اثنين أقل من 17 عاما في مباراة إقصائية ضمن دوري الأبطال، وفقا لأوبتا للإحصاءات.
ملخص مباراة برشلونة ضد نابولي
وافتتح لوبيز التسجيل بسهولة بعدما وصلته تمريرة من البرازيلي رافينيا على الجهة اليسرى (15).
   
 
ولم يهمل كانسيلو الضيوف سوى دقيقتين لاستيعاب التأخر بالنتيجة، فضربهم بالثاني بعدما تابع تسديدة من رافينيا ارتدت من القائم الأيسر عقب تمريرة حصل عليها من جمال الذي قاد هجمة مرتدة (17).
     
 
وردّ نابولي عبر رحماني بهجمة منسقة وصلت إلى ماتيو بوليتانو الذي مررها على الجهة اليمنى للأول مسددا على يمين الحارس الألماني مارك-أندريه تير شتيغن (30).
     
 
وأنقذ حارس الفريق الكتالوني مرماه من هدف ثان بعدما تصدى ببراعة لرأسية من الظهير الأيمن المتقدم جيوفاني دي لورينتسو (35).
دخل الضيوف الشوط الثاني بالضغط سريعا، فحاول الجورجي خفيشا كفاراتسخيليا التسجيل بتسديدة على مشارف المنطقة مرت إلى جانب القائم الأيسر (47).
وحاول تشافي هيرنانديز مدرب برشلونة أن يسيطر على وسط الملعب، فأدخل سيرجي روبيرتو وأوريول روميو (الدقيقة 60)، فيما أشرك فرانشيسكو كالزونا مدرب نابولي لاعب الوسط الدانماركي يسبر ليندستروم والظهير الأيسر الأوروغوياني ماتياس أوليفيرا (64).
وتصدى الحارس أليكس ميريت لتصويبة من ركلة حرة نفذها رافينيا وذهبت إلى ركنية (67) كادت أن تثمر هدفا عبر الأمين جمال، لكن الحكم لم يحتسبه بداعي التسلل (68).
وحاول رافينيا مجددا، لكن الحارس تصدى لتسديدته على الجهة اليسرى (77)، قبل أن يحاول جمال بدوره من اليمين بتسديدة جميلة مرت إلى جانب القائم الأيمن (78).
وأهدر ليندستروم فرصة معادلة النتيجة برأسية قريبة من القائم الأيسر اكتفى تير شتيغن بمراقبتها (80).
     
 
وحسم ليفاندوفسكي فوز برشلونة بعد تبادل للكرة بين روبرتو والألماني إيلكاي غوندوغان وصلت من البديل إلى ليفاندوفسكي الذي تابعها في المرمى (83).
وبحث جمال عن تسجيل هدفه الأول في المسابقة الأوروبية الأعرق بعد هجمة مرتدة بتسديدة أخيرة تصدى لها الحارس (90+2).
",1
